customer_email,customer_name,age,monthly_income_eur,tenure_months,discount_sensitivity,engagement_score,total_orders_12m,total_revenue_12m,arpu_12m,recency_days_last_purchase,impressions_90d,clicks_90d,conversions_90d,spend_90d,opened_emails_90d,clicked_emails_90d,churned,nps,country,gender,channel_preference,product_category_top
user_1157@example.com,Customer Name 1157,63,939,99,0.9976205561535907,-0.17643972255858797,8,318.12,26.51,12,310,9,2,83.45,25,6,1,3,DE,other,web_display,internet
user_1149@example.com,Customer Name 1149,33,2419,79,1.1751921229741837,0.13287798343269552,6,329.46,27.45,55,395,13,2,16.03,0,0,0,10,ES,female,social,bundle
user_256@example.com,Customer Name 256,33,7634,9,-1.9210219803570896,2.2447660347970726,56,678.75,56.56,172,536,36,1,166.6,6,1,0,8,NL,male,sms,mobile
user_393@example.com,Customer Name 393,49,2497,28,1.0426001772039086,0.8395864364236436,11,430.58,35.88,9,1240,138,5,536.0,14,0,0,9,ES,female,web_display,internet
user_811@example.com,Customer Name 811,66,1872,94,2.6264956640138797,-0.0737755339948088,13,718.22,59.85,32,1505,173,12,792.78,7,3,0,7,ES,female,social,bundle
user_547@example.com,Customer Name 547,21,1388,68,0.8654199828717177,-0.4299300999758589,15,618.93,51.58,132,1634,161,42,160.21,6,0,0,3,ES,male,social,tv
user_943@example.com,Customer Name 943,35,6851,8,-1.5602755311906646,2.949643196944464,37,1008.27,84.02,37,489,22,1,374.20000000000005,22,0,0,8,NL,male,social,bundle
user_96@example.com,Customer Name 96,42,6564,102,-0.4635428301007351,-0.5186335086587684,6,196.18,16.35,18,122,6,1,98.32,24,1,0,2,NL,male,push_app,bundle
user_986@example.com,Customer Name 986,19,6376,54,-1.7715543808071668,2.5346576743928892,39,1495.01,124.58,30,1395,106,3,491.83,22,10,0,10,FR,male,web_display,bundle
user_323@example.com,Customer Name 323,42,5207,16,-1.184525919326725,1.9177889680401314,61,1363.18,113.6,11,936,60,15,308.25,23,9,0,10,FR,male,sms,internet
user_891@example.com,Customer Name 891,68,4521,68,-0.2687534407451639,2.790801351587933,41,1201.7099999999998,100.14,21,674,21,3,168.61,11,3,0,9,FR,female,social,tv
user_239@example.com,Customer Name 239,61,1190,24,0.811560767739873,1.5968916767129406,16,789.27,65.77,22,458,48,2,530.89,12,3,0,4,FR,male,web_display,bundle
user_869@example.com,Customer Name 869,47,1453,113,2.253555228885748,-0.6826424791872157,17,493.25,41.1,35,630,56,3,266.33,11,1,0,6,ES,male,push_app,mobile
user_61@example.com,Customer Name 61,25,1370,110,2.049939754647016,0.2968331244393564,24,1272.77,106.06,9,1758,126,12,446.84,6,1,0,5,ES,male,push_app,internet
user_137@example.com,Customer Name 137,44,3632,78,0.7388194026668454,-1.278723099865124,6,343.91999999999996,28.66,7,1470,17,4,190.4,23,9,0,1,FR,male,social,tv
user_807@example.com,Customer Name 807,18,2236,18,2.1288378312105833,0.34126625378186937,14,687.38,57.28,12,1896,139,9,813.33,24,10,0,8,FR,male,web_display,mobile
user_876@example.com,Customer Name 876,38,1451,32,0.5564131394543181,0.8709700061928014,16,814.73,67.89,140,1996,264,3,814.35,8,0,0,9,FR,male,social,mobile
user_1007@example.com,Customer Name 1007,31,1096,100,2.476631086507438,-0.5580326111005833,11,698.94,58.25,91,299,17,4,66.83,13,2,0,7,ES,female,push_app,internet
user_1197@example.com,Customer Name 1197,23,1083,53,1.4836005120885845,0.6716556346348165,17,1078.44,89.87,5,265,4,0,215.27,15,1,0,3,FR,female,push_app,bundle
user_722@example.com,Customer Name 722,37,1737,43,1.9337859710532388,0.5243729853939838,16,693.33,57.78,31,161,12,2,169.2,13,4,0,2,DE,male,social,internet
user_1103@example.com,Customer Name 1103,26,3887,79,-1.0969876586990748,-0.41742657142296846,7,458.52,38.21,17,1379,57,3,489.25,25,7,1,2,DE,female,web_display,bundle
user_236@example.com,Customer Name 236,18,4630,72,-1.4933191366858722,2.565975329880583,60,3247.02,270.58,58,1321,158,39,278.43,6,0,0,10,ES,male,web_display,mobile
user_70@example.com,Customer Name 70,19,7013,55,-1.458819245687898,0.7795642357652338,62,3539.7,294.97,15,1823,86,14,125.88,2,0,0,6,ES,male,social,bundle
user_573@example.com,Customer Name 573,61,3867,89,-1.329814381754909,-0.9664428168179693,13,562.17,46.85,5,196,7,0,282.34,29,4,0,9,NL,female,web_display,mobile
user_25@example.com,Customer Name 25,38,2116,80,0.5318866183687825,0.5814846967239053,23,1692.95,141.08,2,200,18,2,200.41,22,9,0,3,FR,male,social,internet
user_213@example.com,Customer Name 213,49,6230,84,0.28439603585454937,1.9185282790607021,43,3094.1,257.84,14,1934,84,9,247.68,25,10,0,9,ES,female,web_display,bundle
user_1178@example.com,Customer Name 1178,45,7378,115,-1.347175319301744,0.7056306234693839,27,1537.01,128.08,65,362,26,7,127.13,14,2,0,4,ES,female,push_app,internet
user_265@example.com,Customer Name 265,36,6038,22,-0.6120158308704375,0.40758978163504533,39,926.6,77.22,15,1048,88,12,421.92,4,1,0,8,ES,female,web_display,mobile
user_1030@example.com,Customer Name 1030,60,1051,36,0.7373453387524387,-0.007109273974541086,12,417.89,34.82,19,579,9,2,202.83,1,0,0,10,FR,male,sms,mobile
user_787@example.com,Customer Name 787,30,2148,38,1.4427706713637383,0.7410213024531365,25,1369.85,114.15,12,1954,245,22,1591.31,17,1,0,6,ES,male,web_display,mobile
user_1015@example.com,Customer Name 1015,51,6001,33,0.10002180024587659,1.875968211831979,44,3201.25,266.77,139,667,54,15,244.7,26,2,0,10,FR,male,push_app,bundle
user_877@example.com,Customer Name 877,31,2234,90,1.5185471826095078,1.4762443256147775,18,271.9,22.66,31,1839,158,31,680.68,24,5,0,7,ES,male,push_app,internet
user_9@example.com,Customer Name 9,36,7127,31,-1.3529155061248948,1.2221311325540911,52,3017.85,251.49,58,823,32,7,230.88,17,0,0,4,ES,male,web_display,internet
user_908@example.com,Customer Name 908,34,2138,67,1.2979255448843625,0.5408022982994614,11,852.65,71.05,35,1493,84,15,451.66999999999996,9,1,0,10,DE,female,social,bundle
user_374@example.com,Customer Name 374,34,2093,78,1.482761522387279,1.7037884071171017,19,1236.06,103.0,14,291,39,0,341.99,7,0,0,8,ES,female,push_app,bundle
user_165@example.com,Customer Name 165,54,4105,40,-0.2860714814566001,2.327415740615394,51,2991.41,249.28,17,465,7,1,220.91000000000003,7,2,0,10,ES,male,web_display,bundle
user_608@example.com,Customer Name 608,52,7090,30,-0.13144994902791085,1.4470376408244399,59,1765.44,147.12,77,110,5,0,4.45,1,0,0,10,IT,male,web_display,internet
user_1021@example.com,Customer Name 1021,50,1260,91,2.2807116764574578,0.6468492936622914,7,123.4,10.28,19,695,74,7,200.52,23,6,0,10,FR,female,sms,internet
user_41@example.com,Customer Name 41,20,4314,86,-0.33580997129078327,-1.1473567693724818,3,148.02,12.33,333,917,129,26,172.42,19,6,1,1,NL,male,push_app,bundle
user_717@example.com,Customer Name 717,20,2340,20,2.0242034016167407,0.6953786175744607,9,340.65999999999997,28.39,25,434,61,7,149.73,12,1,0,6,ES,male,web_display,mobile
user_853@example.com,Customer Name 853,57,2399,25,1.9564953828266174,0.5409052370840745,16,546.68,45.56,5,810,45,8,369.0,19,6,0,7,NL,male,web_display,tv
user_1069@example.com,Customer Name 1069,63,4383,23,-1.9666197705850113,1.8729996568850578,39,2254.93,187.91,7,484,48,7,247.08,11,4,0,10,DE,male,sms,internet
user_19@example.com,Customer Name 19,19,1577,31,1.5831950852456482,1.3643001548831415,14,279.32,23.28,48,821,120,21,298.41,23,0,0,4,FR,female,sms,tv
user_463@example.com,Customer Name 463,61,4707,106,-0.5649096592861946,2.940462260493597,58,1004.65,83.72,16,1525,73,18,345.84000000000003,5,1,0,8,ES,female,social,tv
user_426@example.com,Customer Name 426,67,6737,46,-0.9519332660195629,1.3257658603451938,35,2336.4300000000003,194.7,34,234,23,1,185.73999999999998,23,0,0,9,FR,male,sms,bundle
user_1079@example.com,Customer Name 1079,26,5503,120,0.0954639249443594,1.527368968029194,33,1458.63,121.55,87,620,65,4,129.29,29,13,0,8,DE,female,push_app,mobile
user_151@example.com,Customer Name 151,26,7766,99,-0.7666813966969112,1.9848387118166624,36,1127.8200000000002,93.99,55,615,11,2,158.87,26,7,0,10,DE,female,push_app,mobile
user_712@example.com,Customer Name 712,44,5355,4,-1.2458206583704106,2.206318224390005,63,1732.5300000000002,144.38,25,1526,226,48,1030.06,8,3,0,8,ES,male,push_app,mobile
user_605@example.com,Customer Name 605,54,1815,29,2.5745306572581352,0.4850283189296791,12,642.9,53.58,43,788,35,6,472.95,27,2,0,7,FR,male,social,internet
user_1076@example.com,Customer Name 1076,53,7070,90,-0.4282715065678289,1.5735653272394714,51,1471.11,122.59,12,753,58,13,286.43,29,10,0,5,NL,female,social,mobile
user_601@example.com,Customer Name 601,42,2476,114,2.493259182981171,-0.6978112047950698,15,824.42,68.7,76,1582,128,12,331.63,1,0,0,1,FR,female,push_app,mobile
user_1019@example.com,Customer Name 1019,57,5832,97,-1.200355828133777,-1.414625922331036,4,175.98,14.66,8,1729,259,41,474.05,5,1,1,2,FR,male,web_display,tv
user_960@example.com,Customer Name 960,44,6775,52,-1.2707581797329195,1.4851992702298382,45,2172.26,181.02,13,189,22,6,486.28000000000003,28,10,0,8,NL,female,sms,bundle
user_228@example.com,Customer Name 228,66,1853,95,1.8627480057186847,0.21372495972643257,6,144.97,12.08,14,964,15,3,76.8,10,3,0,6,ES,female,social,mobile
user_120@example.com,Customer Name 120,56,1156,113,1.7929310575615465,0.6285525201415596,21,969.4200000000001,80.79,13,852,105,21,607.97,27,6,0,5,NL,male,push_app,mobile
user_688@example.com,Customer Name 688,44,1626,49,1.7582164989378408,-1.6114873466489872,9,445.34000000000003,37.11,6,1896,258,73,1119.53,8,3,1,3,ES,female,web_display,bundle
user_563@example.com,Customer Name 563,68,5068,7,-0.6314780751969574,1.9635309212126333,60,2200.3700000000003,183.36,22,130,17,0,408.77,8,3,0,8,IT,other,social,tv
user_554@example.com,Customer Name 554,49,6326,50,-1.5447682874978117,3.2440619847423635,37,1319.21,109.93,11,1887,201,39,1068.16,5,2,0,10,ES,male,web_display,tv
user_895@example.com,Customer Name 895,50,1816,84,0.4006905060344389,0.5255096765337016,18,932.01,77.67,22,1531,177,30,897.66,17,3,0,6,ES,male,social,tv
user_1163@example.com,Customer Name 1163,65,7532,36,-0.4980095207963251,0.5197406332008387,36,903.96,75.33,44,580,60,15,51.3,23,3,0,3,ES,female,social,bundle
user_1058@example.com,Customer Name 1058,22,4740,99,-0.5088138570666267,2.1121699920489956,47,2661.78,221.82,41,793,22,4,20.03,19,8,0,10,IT,male,web_display,bundle
user_754@example.com,Customer Name 754,31,6004,4,-1.7604304574383698,2.399578608923862,41,2132.52,177.71,25,152,5,1,349.56000000000006,23,5,0,8,NL,female,sms,tv
user_1040@example.com,Customer Name 1040,59,7506,83,-0.8264901850182265,2.7065817676750803,42,2597.04,216.42,6,1754,191,35,1020.95,21,2,0,8,IT,male,social,bundle
user_923@example.com,Customer Name 923,33,2476,23,1.553323051741373,1.7394428519027367,30,862.6300000000001,71.89,11,499,48,2,623.74,22,3,0,6,NL,female,sms,internet
user_1098@example.com,Customer Name 1098,55,1128,35,2.538815146061711,0.39506907836719196,11,221.64,18.47,85,531,6,1,24.28,22,2,0,3,IT,male,sms,tv
user_1140@example.com,Customer Name 1140,60,2202,12,1.8615563490658893,-0.12668591438829632,11,255.64000000000001,21.3,4,311,17,2,178.84,22,4,0,4,FR,female,social,internet
user_373@example.com,Customer Name 373,66,6003,103,-0.03438729306876098,-2.0534298798457855,4,220.35,18.36,14,1067,23,4,186.54,18,6,1,1,ES,male,social,internet
user_705@example.com,Customer Name 705,21,3467,13,-0.5496665452400327,-1.9444762496281287,5,179.1,14.92,10,1930,272,32,1315.06,15,6,1,1,NL,other,sms,internet
user_260@example.com,Customer Name 260,33,2755,87,-1.582323051895568,-0.4444578361423329,7,410.92,34.24,4,1720,199,46,1176.8000000000002,13,5,0,8,ES,male,push_app,mobile
user_858@example.com,Customer Name 858,25,1479,8,1.4747262328144242,-0.9682226758428017,9,484.1,40.34,18,1542,31,7,165.28,11,2,0,8,ES,male,push_app,internet
user_739@example.com,Customer Name 739,62,2272,106,2.4795514557533664,0.3195299120829469,19,1415.98,118.0,119,640,86,22,90.5,1,0,0,7,NL,female,web_display,internet
user_1192@example.com,Customer Name 1192,43,2363,75,0.7584122119598329,-1.1594132847623788,10,586.6800000000001,48.89,15,1053,104,24,432.61,8,1,1,4,FR,male,social,bundle
user_408@example.com,Customer Name 408,39,1312,108,2.162522361818336,1.0040509854704913,11,404.73,33.73,55,1521,16,3,144.76,25,5,0,7,FR,female,sms,tv
user_801@example.com,Customer Name 801,27,5338,19,-0.103549294731347,1.3072950424775613,50,3068.63,255.72,156,964,132,39,274.33,13,2,0,10,NL,male,sms,tv
user_978@example.com,Customer Name 978,64,6751,99,-0.28148068616208316,1.633773401184118,48,2966.43,247.2,2,1228,143,40,302.06,9,2,0,9,IT,male,social,internet
user_392@example.com,Customer Name 392,38,2421,22,1.9806818869592766,0.013538936903120469,15,1074.7,89.56,76,1673,58,8,119.57,21,2,0,4,ES,female,web_display,bundle
user_341@example.com,Customer Name 341,37,7122,38,-1.3983548522714773,3.307659392380785,46,1634.1299999999999,136.18,24,1193,178,44,732.6800000000001,0,0,0,10,NL,female,web_display,internet
user_301@example.com,Customer Name 301,49,1710,101,0.44215196254246747,1.6189381217765608,22,971.1600000000001,80.93,6,163,21,1,414.57000000000005,19,3,0,3,ES,female,social,internet
user_173@example.com,Customer Name 173,30,5783,121,-0.05787787840389352,2.38326695935492,38,604.17,50.35,58,1612,47,13,201.26,9,0,0,8,NL,male,push_app,internet
user_440@example.com,Customer Name 440,68,4195,121,-0.5044324543716581,1.8542237955131795,50,2286.1200000000003,190.51,4,1384,55,9,179.28,15,6,0,10,IT,female,social,tv
user_457@example.com,Customer Name 457,32,1884,116,1.5416862796339146,0.5534741428350562,19,380.9,31.74,26,1837,220,42,954.42,11,0,0,1,FR,female,web_display,tv
user_888@example.com,Customer Name 888,47,2109,17,0.6317238508420172,1.26151719333411,30,1050.15,87.51,30,1192,78,4,404.46,12,5,0,6,ES,male,web_display,bundle
user_707@example.com,Customer Name 707,23,6017,75,-0.43091075734483353,-1.2849771153433247,12,527.43,43.95,2,310,8,1,390.65000000000003,0,0,1,3,FR,female,sms,internet
user_1122@example.com,Customer Name 1122,60,1458,33,0.9691034080602672,0.3565818486584031,12,600.55,50.05,7,1154,58,2,188.82,3,0,0,2,IT,male,web_display,bundle
user_731@example.com,Customer Name 731,66,1538,92,1.3387763297438244,-1.899081173965005,10,477.77,39.81,26,277,18,4,227.94,13,4,0,10,FR,male,social,bundle
user_347@example.com,Customer Name 347,65,7583,12,-0.9290980118017208,-1.5671124099925895,7,230.98,19.25,3,778,99,29,622.07,13,2,0,10,FR,female,social,bundle
user_519@example.com,Customer Name 519,47,1478,56,1.4779233793296447,1.2643668030396986,13,400.95,33.41,21,1910,184,42,966.76,6,1,0,8,FR,male,sms,bundle
user_765@example.com,Customer Name 765,33,2850,69,-0.41824163900742495,-0.06367243362015229,7,354.03,29.5,11,1698,249,70,471.34999999999997,11,0,1,2,DE,male,sms,internet
user_1151@example.com,Customer Name 1151,68,5423,29,0.4612313659490729,0.7438050471273967,48,2093.44,174.45,44,1346,108,32,168.29,19,1,0,8,IT,male,web_display,tv
user_262@example.com,Customer Name 262,20,4596,60,-0.7630523555226691,1.4430550669670454,43,3222.75,268.56,33,1553,168,49,954.2900000000001,15,4,0,10,ES,female,social,internet
user_251@example.com,Customer Name 251,51,4028,95,-1.5043242074979255,-1.334677819039724,10,446.61,37.22,48,563,37,10,363.89,11,1,1,4,IT,female,push_app,internet
user_594@example.com,Customer Name 594,24,4993,23,1.0113473005547893,-1.9772083533820752,5,71.57,5.96,285,1671,189,9,306.19,5,1,0,4,IT,male,web_display,bundle
user_881@example.com,Customer Name 881,56,840,8,2.5739120487981015,-1.079637623540108,20,1507.65,125.64,123,754,29,7,32.1,16,1,0,9,FR,male,social,tv
user_481@example.com,Customer Name 481,36,6185,92,-1.8586948826777259,2.3181747630022533,39,1860.1200000000001,155.01,17,720,47,10,510.61,20,3,0,10,ES,female,web_display,mobile
user_464@example.com,Customer Name 464,22,7963,115,-0.6713755936801729,2.4149456553885855,56,1199.17,99.93,5,528,10,2,568.08,11,1,0,8,FR,male,sms,bundle
user_1110@example.com,Customer Name 1110,34,4953,104,-0.23992931845956186,-0.6168373269100667,3,179.11,14.93,25,638,13,0,96.26,3,0,1,4,ES,male,social,tv
user_208@example.com,Customer Name 208,59,4711,43,-2.1877569650439015,1.0886614318850945,65,4965.64,413.8,33,1772,121,30,413.81,6,0,0,1,FR,female,sms,mobile
user_820@example.com,Customer Name 820,50,2275,32,0.81224992739961,-0.21775263716269,17,988.3299999999999,82.36,18,682,51,2,87.94,17,7,0,4,ES,male,web_display,mobile
user_245@example.com,Customer Name 245,28,2228,5,0.8932572643979992,0.5470076822258748,13,260.15,21.68,7,1081,74,5,233.04000000000002,29,12,0,5,FR,female,push_app,mobile
user_72@example.com,Customer Name 72,59,7492,81,-0.07068303097971801,1.0626438904606883,61,3535.73,294.64,47,818,99,18,199.48,0,0,0,5,IT,male,social,tv
user_824@example.com,Customer Name 824,18,7168,24,-0.6333553243320538,1.0228114036771818,46,2929.92,244.16,48,224,18,0,129.01,28,0,0,10,ES,male,social,mobile
user_1027@example.com,Customer Name 1027,21,6477,17,0.7605246473771672,-1.4220364285446836,1,70.2,5.85,263,224,16,0,42.31,6,2,1,4,ES,male,push_app,mobile
user_549@example.com,Customer Name 549,41,5483,11,1.0247046687532246,-0.4988493422648457,6,179.95999999999998,15.0,20,1238,185,44,419.54,13,3,1,1,FR,female,push_app,internet
user_808@example.com,Customer Name 808,35,3065,32,-1.061771357279223,-1.1825652768725043,8,418.33000000000004,34.86,36,1333,177,22,1123.17,3,1,1,2,ES,male,push_app,mobile
user_270@example.com,Customer Name 270,49,1418,22,2.1344882751048844,1.4318981669821338,17,973.8399999999999,81.15,53,1782,19,1,112.08,20,8,0,4,ES,female,web_display,internet
user_985@example.com,Customer Name 985,41,4482,105,-0.700539965650174,0.8798140153919476,58,2192.28,182.69,43,248,8,0,58.64,6,1,0,9,FR,male,sms,internet
user_637@example.com,Customer Name 637,66,6530,44,-2.264219978862502,2.488628596125605,63,2008.7500000000002,167.4,18,1366,180,51,992.49,25,6,0,10,ES,female,social,internet
user_1153@example.com,Customer Name 1153,64,2052,27,0.504518708278607,0.5236236592136714,18,610.9399999999999,50.91,27,699,26,6,199.73000000000002,19,5,0,9,DE,male,sms,tv
user_839@example.com,Customer Name 839,27,5069,25,-1.4033841097464015,3.036012638956533,49,3754.56,312.88,27,1923,101,26,437.57,29,9,0,9,IT,female,social,internet
user_184@example.com,Customer Name 184,45,7247,105,-1.6479790934865477,1.2724781629109723,35,2062.64,171.89,19,1863,118,12,541.48,14,0,0,2,IT,female,web_display,mobile
user_736@example.com,Customer Name 736,61,5654,111,-0.02138991898591453,-0.27111975838863567,9,514.66,42.89,8,1370,78,8,399.03,2,0,1,3,FR,female,sms,internet
user_1196@example.com,Customer Name 1196,63,6840,11,-0.7348667152986,1.9284566079842493,52,903.03,75.25,14,1970,226,49,384.33000000000004,6,2,0,10,FR,male,web_display,mobile
user_967@example.com,Customer Name 967,60,7859,11,1.2757711837006347,-1.4236759331193947,11,544.4300000000001,45.37,3,1274,177,1,794.85,25,4,1,1,NL,female,push_app,tv
user_1137@example.com,Customer Name 1137,23,1658,120,0.9429376332830893,-0.06890767121601907,7,485.47,40.46,17,554,77,8,469.26,3,1,0,9,ES,female,push_app,internet
user_1155@example.com,Customer Name 1155,55,1372,8,0.5312769791094762,-0.11601918222451912,10,142.3,11.86,108,1652,111,31,151.45,13,2,0,6,DE,other,push_app,mobile
user_1198@example.com,Customer Name 1198,48,6206,76,-0.9142796505438737,1.746564913029029,65,2347.0099999999998,195.58,30,333,40,11,534.03,10,4,0,10,IT,male,sms,mobile
user_436@example.com,Customer Name 436,63,3606,10,0.9955379480782576,-1.6137279218651008,3,73.17,6.1,59,1649,217,4,571.61,21,9,1,3,ES,male,push_app,mobile
user_288@example.com,Customer Name 288,52,1731,44,1.591853315377837,1.1472230480131453,21,879.6099999999999,73.3,15,1473,199,30,563.3299999999999,22,2,0,4,IT,female,social,tv
user_1050@example.com,Customer Name 1050,39,4450,3,-1.275413478848409,1.3135625282817982,60,3935.05,327.92,138,1509,214,35,864.27,8,1,0,8,ES,female,sms,tv
user_625@example.com,Customer Name 625,42,5026,97,-1.5240819791753488,-0.3393326896036132,6,196.0,16.33,55,1590,177,13,429.58,13,1,1,3,FR,male,social,tv
user_606@example.com,Customer Name 606,26,2174,31,0.9511371207887442,1.214749623438511,22,1646.02,137.17,4,1765,124,28,764.24,20,6,0,10,DE,male,social,bundle
user_793@example.com,Customer Name 793,52,5723,57,-1.7714361696165422,1.7088737264789335,49,2175.33,181.28,24,1164,33,8,140.71,10,4,0,9,NL,female,social,internet
user_1059@example.com,Customer Name 1059,18,7230,89,-0.05955348559330376,1.6033433913382436,59,1673.5,139.46,62,588,79,2,66.88,7,1,0,10,NL,male,web_display,tv
user_114@example.com,Customer Name 114,25,4181,23,-0.1134855387652852,1.0566985852918012,54,765.78,63.82,38,1404,124,34,234.01,24,3,0,7,NL,male,social,bundle
user_67@example.com,Customer Name 67,67,2405,91,1.7435504368714096,0.08819515031196165,25,1066.06,88.84,49,1480,102,14,374.51,29,0,0,6,NL,other,web_display,bundle
user_47@example.com,Customer Name 47,56,4248,3,-0.5769030734873887,-0.5597242014268692,7,424.94,35.41,14,989,136,0,834.8599999999999,29,5,0,10,NL,male,push_app,mobile
user_1147@example.com,Customer Name 1147,54,1892,35,2.1651363723409696,-0.8568394639227496,12,832.8,69.4,113,460,50,10,140.63,28,9,0,9,IT,male,push_app,internet
user_912@example.com,Customer Name 912,51,1805,112,0.1664105006274178,0.532219128678963,16,490.33,40.86,27,1005,75,9,341.31,4,0,0,6,ES,female,social,mobile
user_492@example.com,Customer Name 492,18,7528,91,0.15348198001433216,1.6484462797221546,45,620.95,51.75,149,393,23,2,58.02,9,0,0,8,IT,female,web_display,tv
user_180@example.com,Customer Name 180,59,1865,8,0.6035512509966048,-1.940683023924828,5,207.88,17.32,308,1713,223,53,505.62,28,5,1,2,FR,male,social,tv
user_847@example.com,Customer Name 847,68,7423,75,-0.020484311910688335,0.2766246912489201,45,2519.76,209.98,84,626,87,17,402.22,10,2,0,9,IT,male,push_app,mobile
user_31@example.com,Customer Name 31,66,5518,83,1.3196213594629027,-1.3405593861637453,8,520.31,43.36,28,1372,136,17,799.99,14,1,1,4,FR,female,push_app,internet
user_348@example.com,Customer Name 348,29,6711,69,-0.8177129225414488,1.3507232886527416,53,1210.0,100.83,33,1370,183,36,577.61,15,4,0,9,ES,male,social,tv
user_1167@example.com,Customer Name 1167,67,1731,22,1.4072517642417934,-0.20108644998466071,21,674.67,56.22,8,1607,157,18,404.46000000000004,5,0,0,8,FR,male,social,mobile
user_983@example.com,Customer Name 983,40,2324,19,2.1846871663724468,0.3530730743752861,20,1251.94,104.33,29,490,70,5,470.71000000000004,13,5,0,7,NL,female,sms,internet
user_136@example.com,Customer Name 136,39,1713,19,1.1666532212687852,1.4895756102634987,14,392.4,32.7,15,1829,29,2,228.18,5,1,0,4,IT,female,web_display,internet
user_336@example.com,Customer Name 336,21,1021,7,1.0167614595631587,1.543959603895284,19,1053.42,87.79,25,1896,163,3,676.26,2,0,0,8,NL,female,push_app,bundle
user_1084@example.com,Customer Name 1084,23,1606,106,2.2844726464232568,1.4569805049534739,17,419.86,34.99,12,1997,219,3,837.98,9,0,0,9,NL,female,social,internet
user_312@example.com,Customer Name 312,41,852,4,2.5210513793223575,-1.523813106351211,9,372.47,31.04,72,1196,21,4,25.19,20,1,0,1,FR,male,sms,tv
user_34@example.com,Customer Name 34,45,5092,94,-1.3781196413169639,1.5509153873664285,55,1602.56,133.55,24,1790,69,19,254.86,24,6,0,5,NL,female,sms,tv
user_622@example.com,Customer Name 622,66,6985,96,0.6788236158161458,-0.7494108580649984,7,422.21000000000004,35.18,8,1335,68,13,634.66,4,0,1,3,ES,female,social,internet
user_483@example.com,Customer Name 483,36,7652,94,1.3184563837933723,-0.8281742488726319,9,413.65999999999997,34.47,12,1606,200,40,746.5600000000001,20,7,1,1,FR,male,sms,bundle
user_1168@example.com,Customer Name 1168,59,6976,114,-1.3067450283699662,2.1285127928659193,27,1418.77,118.23,29,1712,219,65,988.58,13,4,0,9,NL,other,social,bundle
user_935@example.com,Customer Name 935,44,1006,15,1.9990833741558245,1.8664808179988988,22,1280.1100000000001,106.68,17,974,125,3,810.8800000000001,11,4,0,9,ES,male,social,bundle
user_141@example.com,Customer Name 141,54,5568,82,-2.0263436249220477,2.308323382910192,36,2708.76,225.73,41,344,13,1,114.07,26,5,0,9,IT,male,web_display,internet
user_409@example.com,Customer Name 409,40,6271,22,-0.9663543966498858,2.4962760807883804,35,534.72,44.56,16,1769,140,2,407.95,12,0,0,10,FR,female,sms,bundle
user_230@example.com,Customer Name 230,19,7098,55,-0.5916459230528497,2.421123468244704,62,2458.86,204.9,8,1987,295,84,1182.1100000000001,25,11,0,8,FR,female,social,mobile
user_525@example.com,Customer Name 525,43,1827,78,2.1296668428706536,0.73745404589237,25,1049.38,87.45,36,909,43,2,368.02,10,0,0,10,FR,male,web_display,bundle
user_1117@example.com,Customer Name 1117,32,6594,61,-1.0626331146491355,0.9435504725005901,39,1058.73,88.23,97,1263,146,1,446.41,2,0,0,5,FR,male,social,internet
user_673@example.com,Customer Name 673,35,1647,26,1.9496876880695826,0.6687536584366058,17,1082.93,90.24,143,888,108,5,120.52,27,0,0,9,ES,male,web_display,internet
user_1090@example.com,Customer Name 1090,39,7680,101,0.008840047361752035,1.32143810575966,34,2350.84,195.9,35,1404,87,26,257.12,18,0,0,9,NL,male,push_app,mobile
user_729@example.com,Customer Name 729,30,1087,21,1.4020019414933023,-0.02812997800873357,10,213.56,17.8,167,1472,76,7,42.6,4,1,0,4,ES,female,web_display,tv
user_210@example.com,Customer Name 210,41,6895,108,-1.0011310819045047,1.9059751161874343,43,2594.73,216.23,74,1512,89,7,369.87,12,0,0,8,FR,male,sms,mobile
user_964@example.com,Customer Name 964,39,5884,75,1.2139993755263463,-1.8622320153877996,10,363.78999999999996,30.32,8,1210,112,2,511.91999999999996,17,3,1,2,ES,male,push_app,mobile
user_902@example.com,Customer Name 902,22,5963,27,-2.1562727059478446,1.540818043058043,50,2033.69,169.47,11,306,43,10,389.8,20,1,0,4,ES,male,web_display,internet
user_293@example.com,Customer Name 293,69,4676,14,-0.366636703675535,-2.542498094358745,4,145.11,12.09,365,1312,127,29,404.21,8,1,1,1,IT,male,web_display,tv
user_190@example.com,Customer Name 190,45,7365,10,-0.8450945547925919,-1.836358989486976,7,299.65999999999997,24.97,19,945,32,0,197.53,9,2,1,2,IT,female,push_app,mobile
user_1092@example.com,Customer Name 1092,67,2018,51,-0.40411032151562676,-2.184006247952906,3,168.12,14.01,254,1775,179,41,800.54,10,0,1,1,IT,male,push_app,bundle
user_211@example.com,Customer Name 211,32,6815,16,-0.23344319916962764,2.3041427251400104,40,2010.66,167.56,46,1989,276,69,748.6899999999999,18,1,0,9,FR,female,sms,internet
user_434@example.com,Customer Name 434,18,2224,108,2.204056161627502,0.07420949933651111,26,1216.6599999999999,101.39,47,1312,74,8,701.39,8,2,0,1,ES,male,sms,bundle
user_674@example.com,Customer Name 674,64,6291,21,-1.8331578751591047,2.2707013258702693,42,2352.08,196.01,27,931,109,12,475.47999999999996,0,0,0,9,FR,male,sms,internet
